name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
Honda,2016.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,483609.4823572405
Jeep,2017.0,32000.0,Diesel,Individual,Manual,First Owner,16.3,1956,170.0,350.0,5,2500.0,1739372.186246451
Toyota,2018.0,100000.0,Diesel,Dealer,Automatic,First Owner,12.9,2755,174.5,450.0,7,2400.0,1865536.6087973579
Maruti,2018.0,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,767696.8846199509
Honda,2016.0,16151.0,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,145.0,5,4600.0,765725.214438859
Maruti,2007.0,74800.0,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,90.0,5,3500.0,49269.57883169572
Skoda,2016.0,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,3800.0,813991.0026491055
Ford,2018.0,65000.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,711249.6732618676
Hyundai,2009.0,180000.0,Diesel,Individual,Manual,First Owner,13.6,1991,142.0,33.0,5,2680.0,530913.822790241
Maruti,2013.0,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,3500.0,357741.7713437028
Maruti,2017.0,58559.0,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,708593.8209333222
Hyundai,2016.0,53000.0,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,704097.653427297
Tata,2008.0,120000.0,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320.0,7,2700.0,532378.5763610016
Maruti,2017.0,40000.0,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,363208.6910191226
Mahindra,2017.0,40000.0,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,797703.1544203544
Maruti,2012.0,96000.0,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,1750.0,481936.2283337781
Maruti,2018.0,46000.0,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190.0,5,2000.0,685829.1277501106
Maruti,2017.0,28832.0,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,723895.5335874242
Mahindra,2018.0,70000.0,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,583620.0143045962
Honda,2019.0,3100.0,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110.0,5,4800.0,709704.0444856719
Maruti,2004.0,46000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4,2500.0,-182476.0706831168
Chevrolet,2013.0,68000.0,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,150.0,5,1750.0,160185.9973576374
Hyundai,2010.0,70000.0,LPG,Individual,Manual,Third Owner,13.45,1086,62.1,96.1,5,3000.0,231611.67336584185
Maruti,2017.0,71000.0,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,2000.0,635251.0570532206
Hyundai,2020.0,2000.0,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,113.75,5,4000.0,740811.8596159215
Tata,2016.0,110000.0,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,200.0,5,3000.0,467285.22750835493
Maruti,2019.0,40000.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,825817.1559728566
Maruti,2018.0,50000.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,783231.896545479
Maruti,2009.0,160000.0,Petrol,Individual,Manual,Third Owner,17.5,1197,85.8,114.0,5,4000.0,204696.7856469911
Hyundai,2011.0,221889.0,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,259.8,5,2750.0,677312.8448098439
Hyundai,2017.0,15000.0,Petrol,Individual,Automatic,First Owner,17.01,1591,121.3,154.9,5,4200.0,920034.1890503329
Hyundai,2011.0,116500.0,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4,5,2750.0,300633.0591253354
Renault,2019.0,5000.0,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7,3500.0,541799.9063721356
Hyundai,2017.0,25000.0,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,4000.0,549497.6349201985
Maruti,2016.0,70000.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,698061.3776907235
Hyundai,2011.0,100000.0,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5,2750.0,250859.01724362024
Maruti,2014.0,48000.0,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,3500.0,383523.6454942995
Mahindra,2017.0,5000.0,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115.0,6,3600.0,490437.35165708885
Toyota,2006.0,270000.0,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,8,3400.0,376580.7972271573
Maruti,2009.0,95000.0,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90.0,5,3500.0,107878.92265028949
Hyundai,2017.0,60000.0,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,2250.0,580504.401431623
Tata,2012.0,40000.0,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,51.0,4,500.0,36373.302254127804
Maruti,2014.0,70000.0,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,85.0,5,3000.0,269165.10658823396
Renault,2013.0,80000.0,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,200.0,5,1900.0,414675.17553110304
Maruti,2019.0,9000.0,Petrol,Dealer,Automatic,First Owner,21.63,998,67.04,90.0,5,3500.0,760835.9522589913
Hyundai,2014.0,70000.0,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,2750.0,494945.955916067
Honda,2014.0,97000.0,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,1750.0,610980.4875781173
Mahindra,2016.0,100000.0,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190.0,6,2250.0,508279.8952565761
Ford,2015.0,25000.0,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,140.0,5,4400.0,625915.4034946288
Mahindra,2014.0,95000.0,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,280.0,8,2800.0,702906.0746900197
Maruti,2018.0,58511.0,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,845920.2950507689
Maruti,2013.0,40000.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,349991.2647660943
Renault,2012.0,110000.0,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,248.0,5,2250.0,530469.9905904237
Mahindra,2016.0,72000.0,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9,1500.0,559866.2605049785
Maruti,2004.0,120000.0,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5,3500.0,-69397.3737779297
Maruti,2016.0,70000.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,698061.3776907235
Mahindra,2009.0,300000.0,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7,2200.0,465675.885999487
Mahindra,2015.0,40000.0,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,505660.21992140263
Tata,2015.0,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,3000.0,898821.4421501363
Hyundai,2012.0,90000.0,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4,5,2750.0,351853.0548866482
Maruti,2015.0,30000.0,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,505880.3491530183
Hyundai,2015.0,80000.0,Diesel,Individual,Manual,Second Owner,23.9,1582,126.2,259.9,5,2750.0,775032.9844682649
Hyundai,2010.0,110000.0,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,111.8,5,4000.0,286935.8804522981
Hyundai,2016.0,40000.0,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66,5,2750.0,643542.1705283297
Maruti,2014.0,35000.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,389959.93742561294
Chevrolet,2012.0,120000.0,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5,4400.0,176237.60763985943
Ford,2013.0,69000.0,Diesel,Dealer,Manual,First Owner,18.6,1388,67.0,160.0,5,2000.0,434223.8872164944
Toyota,2011.0,250000.0,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7,3400.0,554809.9403987208
Maruti,2009.0,100000.0,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,46416.26770258136
Maruti,2012.0,80000.0,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,200.0,5,1750.0,507038.52257571137
Nissan,2011.0,110000.0,Diesel,Individual,Manual,Third Owner,23.08,1461,63.1,160.0,5,2000.0,190290.8951585244
Hyundai,2017.0,13000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,555985.1319539829
Hyundai,2012.0,128000.0,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,2750.0,638247.5429938182
Maruti,2018.0,30000.0,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,405793.9504465003
Mahindra,2018.0,59736.0,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,824727.0490219203
Hyundai,2009.0,120000.0,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,24.0,5,2750.0,343081.38160428556
Maruti,2020.0,15000.0,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69.0,5,3500.0,487972.550791092
Maruti,2015.0,60000.0,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200.0,7,1750.0,737357.5866317896
Ford,2011.0,90400.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5,2000.0,287686.67238610634
Toyota,2012.0,145000.0,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,200.0,8,3400.0,750387.7017994641
Hyundai,2018.0,120000.0,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,4000.0,536958.9452940599
Volkswagen,2012.0,74000.0,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,180.0,5,2000.0,242835.87888486288
Volkswagen,2011.0,69000.0,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,2500.0,419397.7268318997
Jaguar,2017.0,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,2500.0,2375438.277942078
Maruti,2018.0,82000.0,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,1750.0,767022.5364399859
Mahindra,2016.0,50000.0,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,240.0,7,2800.0,791036.5933934776
Volkswagen,2018.0,18000.0,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250.0,5,3000.0,764147.9102477999
Maruti,2013.0,24019.0,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,509792.74663211906
Toyota,2012.0,162000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,20.4,7,3400.0,658946.833007451
Hyundai,2013.0,70000.0,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8,5,4000.0,300255.3502039041
Toyota,2011.0,167000.0,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,602714.6968302304
Skoda,2011.0,265000.0,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,180.0,5,2000.0,146761.08334388188
BMW,2018.0,27000.0,Diesel,Dealer,Automatic,First Owner,17.05,1995,184.0,380.0,5,2750.0,2926433.8939079987
BMW,2011.0,50000.0,Diesel,Individual,Automatic,First Owner,17.05,1995,184.0,380.0,5,2750.0,2585790.6410326906
Tata,2015.0,80000.0,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135.0,5,2500.0,268726.2153391568
Maruti,2019.0,10000.0,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,4200.0,665869.7638330801
Tata,2013.0,120000.0,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135.0,5,2500.0,173089.3494129649
Maruti,2014.0,110000.0,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,502220.30045618815
Hyundai,2012.0,30000.0,LPG,Individual,Manual,First Owner,19.2,1086,68.05,99.04,5,4500.0,332452.9564353494
Ford,2018.0,90000.0,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150.0,5,4500.0,767211.3308155142
Tata,2016.0,35000.0,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,140.0,5,3000.0,287810.7113991387
Renault,2014.0,80000.0,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5,2250.0,662338.3559835647
Ford,2017.0,76139.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,668068.3553687716
Maruti,2011.0,40000.0,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90.0,5,3500.0,217274.61246831925
Toyota,2013.0,95000.0,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,200.0,7,3400.0,815065.2885419952
Tata,2012.0,80000.0,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,250.0,7,2000.0,455392.1167270484
Hyundai,2017.0,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,2250.0,649588.2613149143
Mahindra,2006.0,170000.0,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7,1500.0,130618.98694539
Maruti,2016.0,15000.0,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,475674.05062344915
Hyundai,2018.0,29000.0,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,117.0,5,4000.0,756754.328096361
Honda,2016.0,140000.0,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,145.0,7,4600.0,637537.6642178064
Honda,2018.0,15000.0,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,1750.0,803230.0368277759
Hyundai,2015.0,45000.0,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,4000.0,464523.0007389983
Hyundai,2011.0,150000.0,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396,90.0,22.4,5,2750.0,245426.02916777902
Tata,2010.0,65000.0,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,100.0,5,2700.0,114017.29394940147
Hyundai,2014.0,80000.0,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,2750.0,489712.78238034877
Maruti,2015.0,90000.0,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,200.0,5,1750.0,650513.4668513264
Maruti,2005.0,140000.0,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,-59455.74017068953
Hyundai,2015.0,50000.0,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,848542.16884958
Toyota,2016.0,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,4500.0,1432262.8814679543
Honda,2016.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,483609.4823572405
Tata,2008.0,80000.0,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,8.5,5,2500.0,-160206.70596507075
Tata,2011.0,80000.0,Petrol,Individual,Manual,First Owner,26.0,624,35.0,48.0,4,3000.0,-102968.90474326024
Tata,2006.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396,52.8,85.0,5,2500.0,-185820.49036948266
Maruti,2018.0,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,767696.8846199509
BMW,2019.0,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,2500.0,3031852.600441779
Jaguar,2017.0,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,2500.0,2375438.277942078
Tata,2017.0,45000.0,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,2500.0,1115659.481477346
Maruti,2013.0,80000.0,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,134181.2712392758
Toyota,2012.0,158500.0,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,564543.0523743357
Maruti,2013.0,56000.0,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,493127.35165740736
Datsun,2016.0,50000.0,Petrol,Individual,Manual,First Owner,19.44,1198,67.0,104.0,7,4000.0,327505.5245814584
Maruti,2017.0,20000.0,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,2000.0,662196.0355536859
Maruti,2006.0,50000.0,Petrol,Individual,Manual,Third Owner,14.0,1061,64.0,8.6,5,3500.0,-23351.514472843148
Maruti,2015.0,35000.0,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,115.0,5,4000.0,463152.97023967095
Tata,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135.0,5,2500.0,71954.95436828001
Toyota,2014.0,150000.0,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,343.0,7,3400.0,1384377.8429884533
Mahindra,2009.0,150000.0,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,1500.0,194732.81347615435
Mahindra,2019.0,60000.0,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,280.0,7,2800.0,974252.3993051993
Maruti,2003.0,40000.0,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,-23419.398381175706
Renault,2019.0,6500.0,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7,3500.0,541014.9303417779
Honda,2011.0,80000.0,Petrol,Individual,Manual,Second Owner,16.0,1198,90.0,110.0,5,4800.0,215982.6186641457
Mahindra,2010.0,60000.0,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,260.0,7,2200.0,570215.3585327342
Tata,2010.0,120000.0,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,200.0,5,3000.0,244672.93587365584
Tata,2012.0,70000.0,Diesel,Individual,Manual,Second Owner,15.3,2956,83.8,250.0,7,2000.0,439892.4106600166
Toyota,2011.0,120000.0,Diesel,Individual,Manual,First Owner,11.5,2982,171.0,343.0,7,3400.0,1301901.466786934
Fiat,2014.0,142500.0,Diesel,Individual,Manual,First Owner,19.5,1248,75.0,197.0,5,1750.0,365776.3731865563
Toyota,2014.0,121000.0,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,200.0,7,3600.0,846263.4529029939
Hyundai,2013.0,70000.0,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,178381.93029116793
Mahindra,2015.0,188000.0,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,901862.51990499
Mahindra,2010.0,168000.0,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7,2200.0,572105.8625626274
Hyundai,2008.0,120000.0,Petrol,Individual,Automatic,Second Owner,19.2,1197,80.0,11.4,5,4000.0,133700.30983385025
Tata,2018.0,25000.0,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5,4000.0,665593.9310469105
Maruti,2012.0,72072.0,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,113.0,5,4500.0,344636.45317941974
Mahindra,2016.0,75000.0,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,330.0,7,2800.0,1060093.144654166
Honda,2015.0,94000.0,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,200.0,7,1750.0,595388.3516756098
Ford,2019.0,2600.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,781256.762016409
Maruti,2009.0,60000.0,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,3500.0,190240.93335931818
Toyota,2015.0,120000.0,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,7,3400.0,935264.4184552197
Hyundai,2019.0,60000.0,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,219.66,5,2750.0,745492.4016220681
Maruti,2002.0,80000.0,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,2500.0,-278761.80687764497
Volkswagen,2011.0,100000.0,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,2500.0,403174.88887117314
Honda,2015.0,60000.0,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5,1750.0,667567.8443941703
Maruti,2017.0,35000.0,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,2000.0,654346.2752501084
Maruti,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,2000.0,294013.97638601554
Volkswagen,2019.0,5400.0,Diesel,Dealer,Manual,Test Drive Car,22.27,1498,108.6,250.0,5,3000.0,3064647.21385213
Hyundai,2006.0,100000.0,Petrol,Individual,Manual,Third Owner,15.3,1341,83.0,115.0,5,3200.0,111887.07879273943
Honda,2011.0,50000.0,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,146.0,5,4800.0,488906.68539109605
Mahindra,2016.0,70000.0,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,1000966.0535181246
Mahindra,2014.0,120000.0,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200.0,7,2200.0,502213.5015357877
Maruti,2018.0,23300.0,Petrol,Dealer,Automatic,First Owner,18.5,1197,83.14,115.0,5,4000.0,809991.5305512472
Mahindra,2017.0,35000.0,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,582980.9784725807
Renault,2014.0,80000.0,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,1900.0,510434.6232922154
Honda,2019.0,1303.0,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7,109.0,5,4500.0,677051.4742396805
Chevrolet,2012.0,75000.0,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,1750.0,177579.46820662566
Maruti,2015.0,31000.0,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,190.0,5,2000.0,522760.6213798991
Maruti,2011.0,70000.0,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,6.1,5,3000.0,-21101.986251351656
Hyundai,2019.0,4000.0,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5,4500.0,516904.3977521842
Maruti,2002.0,70000.0,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,-290472.7385549096
Tata,2010.0,100000.0,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,116.0,5,4750.0,104903.9144763702
Hyundai,2010.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,111.7,5,4000.0,208869.34898863686
Maruti,2015.0,22000.0,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,297646.6277454109
Toyota,2012.0,57728.0,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794,138.1,173.0,5,4000.0,1133416.0776705684
Honda,2016.0,30000.0,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,200.0,5,1750.0,662522.2688407568
Hyundai,2012.0,40000.0,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,336948.9399920106
Maruti,2013.0,100000.0,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190.0,5,2000.0,428565.89778771077
Hyundai,2013.0,70000.0,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,4500.0,258490.44161594915
Maruti,2004.0,60000.0,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,-119411.4676128428
Toyota,2013.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,3600.0,830886.9957861254
Maruti,2016.0,78000.0,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,2000.0,594235.7496865584
Tata,2017.0,35000.0,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,4000.0,492381.52526345477
Maruti,2010.0,77000.0,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,218682.46077828272
Tata,2009.0,70000.0,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135.0,5,2500.0,107648.73638809449
Renault,2018.0,31000.0,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,91.0,5,4250.0,486758.0680691919
Fiat,2009.0,110000.0,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,96.0,5,2500.0,26360.273413959658
Toyota,2010.0,120000.0,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,7,3400.0,643897.888687049
Hyundai,2013.0,87185.0,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9,5,2750.0,696908.7073121835
Toyota,2016.0,60000.0,Diesel,Dealer,Manual,Second Owner,13.68,2393,147.8,343.0,7,2800.0,1391274.5875322598
Maruti,2016.0,40000.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,462047.52244107274
Maruti,2013.0,116000.0,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,403319.5322274475
Mahindra,2015.0,170000.0,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7,2800.0,767143.1776107126
Maruti,2017.0,40000.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,499399.6083327321
Fiat,2015.0,96500.0,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5,2000.0,517034.0894755656
Maruti,2003.0,35000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4,2500.0,-214071.66568548605
Ashok,2013.0,200000.0,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,185.0,8,2750.0,662910.7791247213
Maruti,2018.0,15000.0,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,4200.0,625901.0911735615
Hyundai,2011.0,70000.0,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,11.4,5,4000.0,227023.71826268593
Maruti,2010.0,120600.0,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,137457.04594690097
Renault,2013.0,56429.0,Diesel,Dealer,Manual,Second Owner,19.01,1461,108.45,248.0,5,2250.0,646054.9577188364
Ford,2018.0,19100.0,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,4250.0,628953.4862405666
Nissan,2013.0,170000.0,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,1900.0,421256.39149814926
Tata,2011.0,10000.0,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,48.0,4,3000.0,-107801.36299589998
BMW,2008.0,60000.0,Diesel,Individual,Automatic,Third Owner,11.0,2993,235.0,53.0,5,2750.0,2569944.5743457917
Volvo,2018.0,22000.0,Diesel,Dealer,Automatic,First Owner,18.0,1969,190.0,400.0,5,3000.0,3448786.557915716
Hyundai,2015.0,30000.0,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75,5,4000.0,413592.47122489545
Hyundai,2013.0,70000.0,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8,5,2750.0,722896.1406056265
Tata,2015.0,60000.0,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,3000.0,366963.8740204562
Maruti,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,2000.0,383662.4566116133
